% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
140510 +2.443570509e+00 +2.443570509e+00 -3.011642949e+01 -3.011642949e+01 +2.6229e+00 -4.6004e+00 +4.6835e-01 -1.7529e+00 +1.4729e+00 +3.5470e+00 +2.6502e+00 +8.1563e-01 +8.6475e-01 +1.0845e-01 +5.4648e-01 -9.5823e-01 -4.3912e+00 -3.6451e+00 +1.3635e+00 +2.7778e+00 +2.2903e+00 -4.6280e+00 -1.9741e-01 -4.5415e-01
141144 +2.119923769e+00 +2.119923769e+00 -3.044007623e+01 -3.044007623e+01 +2.6024e+00 -4.7391e+00 +3.4321e-01 -1.8389e+00 +1.9267e+00 +3.4021e+00 +2.6871e+00 +1.1492e+00 +7.7866e-01 +1.3604e-01 +9.9190e-01 -1.0969e+00 -4.3752e+00 -3.4439e+00 +1.4356e+00 +3.1738e+00 +2.1552e+00 -4.2246e+00 -8.1384e-02 -6.5569e-01
151804 +2.073562727e+00 +2.073562727e+00 -3.048643727e+01 -3.048643727e+01 +2.4924e+00 -4.4292e+00 +5.7327e-01 -1.8651e+00 +1.8003e+00 +3.4862e+00 +2.6317e+00 +1.1553e+00 +1.0501e+00 -6.9680e-02 +1.0412e+00 -9.7759e-01 -4.3917e+00 -3.3508e+00 +1.4453e+00 +3.1828e+00 +2.4857e+00 -4.1594e+00 -2.3442e-01 -5.7822e-01
% function evaluation | noise-free fitness - Fopt (5.154000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.644921374e+01 +7.644921374e+01 +5.918492137e+02 +5.918492137e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1664 +7.503016916e+01 +7.503016916e+01 +5.904301692e+02 +5.904301692e+02 +2.0440e+00 +2.7067e+00 +2.6666e+00 +3.2302e+00 -1.4046e+00 +4.9863e-02 +1.1244e+00 -3.5261e+00 +3.4106e+00 -2.8994e-01 -2.7336e+00 -1.1127e+00 -1.8967e-01 +1.3822e+00 -2.4629e+00 -2.4079e+00 +2.3759e+00 -3.3790e+00 +1.5162e+00 -4.5248e+00
1747 +7.365280553e+01 +7.365280553e+01 +5.890528055e+02 +5.890528055e+02 +3.2249e+00 +2.4696e+00 +2.6672e+00 +3.2536e+00 -1.6081e+00 +1.9610e-01 -5.1057e-01 -4.6486e+00 +4.1557e+00 -7.6004e-01 -3.9676e+00 +3.3829e-01 +9.9737e-01 -1.6127e-01 -1.6816e+00 -2.2674e+00 +3.3929e+00 -4.1883e+00 +1.5170e+00 -4.0229e+00
1982 +7.078828277e+01 +7.078828277e+01 +5.861882828e+02 +5.861882828e+02 +2.3206e+00 +2.2656e+00 +2.1175e+00 +3.3235e+00 -1.7623e+00 -1.4354e+00 -2.5031e+00 -4.7785e+00 +3.8100e+00 -7.6089e-01 -2.2238e+00 +2.5938e-01 +1.0837e+00 -2.1286e-01 -2.8477e+00 -2.2616e+00 +3.4906e+00 -4.2337e+00 +1.5154e+00 -3.6618e+00
2507 +6.898645123e+01 +6.898645123e+01 +5.843864512e+02 +5.843864512e+02 +2.5336e+00 +2.1046e+00 +2.6575e+00 +3.4255e+00 -1.0380e+00 -8.2429e-02 -1.0831e+00 -4.9114e+00 +3.1051e+00 -9.8732e-01 -1.3476e+00 +5.6698e-01 +2.5179e+00 +4.0254e-01 -1.8894e+00 -2.2651e+00 +2.2842e+00 -3.9974e+00 +1.5166e+00 -4.7864e+00
2528 +6.445590207e+01 +6.445590207e+01 +5.798559021e+02 +5.798559021e+02 +3.7021e+00 +2.1209e+00 +3.2175e+00 +3.7572e+00 -1.8783e+00 -3.8678e-01 -1.7785e+00 -4.2604e+00 +6.9471e-02 -5.9607e-01 -2.6621e+00 +1.1678e-01 +1.8775e+00 -9.2321e-02 -1.5251e+00 -2.2935e+00 +5.2154e+00 -4.6104e+00 +1.5146e+00 -5.7290e+00
2646 +6.073753477e+01 +6.073753477e+01 +5.761375348e+02 +5.761375348e+02 +2.3725e+00 +2.2906e+00 +2.9825e+00 +3.3784e+00 -1.4759e+00 +9.3699e-01 -3.0777e+00 -4.4645e+00 -2.7226e-01 -8.4888e-01 -3.4221e+00 +6.3104e-02 +1.5480e+00 +2.0261e+00 -2.0761e+00 -2.2300e+00 +3.0432e+00 -4.3667e+00 +1.5134e+00 -3.7007e+00
2941 +5.831353669e+01 +5.831353669e+01 +5.737135367e+02 +5.737135367e+02 +2.7239e+00 +2.1342e+00 +2.7746e+00 +2.9121e+00 -6.8211e-01 +7.8285e-01 -4.3957e+00 -4.6215e+00 -1.2332e+00 -7.4483e-01 -2.8547e+00 -1.2061e-01 +9.0606e-01 +1.8421e+00 -1.1159e+00 -2.1895e+00 +4.4701e+00 -2.6319e+00 +1.5134e+00 -4.4332e+00
3049 +5.489572538e+01 +5.489572538e+01 +5.702957254e+02 +5.702957254e+02 +2.4300e+00 +1.0331e+00 +3.2510e+00 +3.6186e+00 -9.0639e-01 +5.8775e-02 -2.6663e+00 -4.1696e+00 -1.1022e-01 -6.3663e-01 -1.9284e+00 -1.6873e-01 +1.4310e+00 +1.1965e+00 -1.7476e+00 -2.1977e+00 +3.7701e+00 -3.3648e+00 +1.5151e+00 -4.4528e+00
3313 +5.222444109e+01 +5.222444109e+01 +5.676244411e+02 +5.676244411e+02 +2.1007e+00 +1.7383e+00 +3.7711e+00 +3.6011e+00 -1.2846e+00 +7.7785e-02 -2.8179e+00 -5.0677e+00 +8.0190e-02 -9.6033e-01 -7.7107e-01 -2.2321e-02 +1.4977e+00 +1.2247e+00 -2.6764e+00 -2.1489e+00 +3.6306e+00 -3.6315e+00 +1.5147e+00 -4.0106e+00
3388 +4.949150817e+01 +4.949150817e+01 +5.648915082e+02 +5.648915082e+02 +2.8598e+00 +1.1648e+00 +2.7134e+00 +3.8853e+00 -1.0559e+00 -4.7405e-01 -4.7659e+00 -4.6655e+00 -1.0552e-01 -8.3496e-01 -1.0746e+00 -1.6469e-01 +1.7409e+00 +1.2812e+00 -1.8086e+00 -1.3811e+00 +3.5395e+00 -3.3858e+00 +1.5169e+00 -4.4525e+00
3822 +4.659212652e+01 +4.659212652e+01 +5.619921265e+02 +5.619921265e+02 +2.7344e+00 +1.6758e+00 +4.5282e+00 +3.8490e+00 -2.3916e-01 +1.2225e-01 -5.1286e+00 -4.4608e+00 -6.9047e-01 -8.5745e-01 -8.7176e-01 -8.6475e-01 +2.0098e+00 +1.5824e+00 -1.4232e+00 -1.3694e+00 +3.9045e+00 -2.9174e+00 +1.5132e+00 -4.5347e+00
3835 +4.268117016e+01 +4.268117016e+01 +5.580811702e+02 +5.580811702e+02 +2.5192e+00 +1.4228e+00 +3.4688e+00 +4.9334e+00 -1.4761e+00 +1.1685e+00 -3.8580e+00 -4.2011e+00 -7.7595e-01 -1.7243e+00 -1.5423e+00 -4.2186e-01 +1.9683e+00 +1.6683e+00 -2.1312e+00 -1.8700e+00 +3.7848e+00 -3.5940e+00 +1.5164e+00 -4.1772e+00
4150 +3.864906488e+01 +3.864906488e+01 +5.540490649e+02 +5.540490649e+02 +2.6229e+00 +1.7140e+00 +3.2395e+00 +4.0742e+00 -1.3071e+00 +2.6520e-01 -4.1747e+00 -4.5442e+00 -1.1657e+00 -1.1160e+00 -8.8291e-01 -7.5417e-01 +1.6060e+00 +1.8215e+00 -1.2924e+00 -8.6958e-02 +4.0498e+00 -3.7174e+00 +1.5218e+00 -4.0327e+00
5181 +3.774744940e+01 +3.774744940e+01 +5.531474494e+02 +5.531474494e+02 +2.7810e+00 +2.3025e+00 +3.7684e+00 +4.3963e+00 -9.7319e-01 -3.0594e-01 -3.8813e+00 -4.2380e+00 -1.8892e-01 -1.5680e+00 -8.9404e-01 -5.2394e-01 +1.3697e+00 +1.0126e+00 -2.1032e+00 -7.9280e-01 +4.2629e+00 -3.4669e+00 +1.5225e+00 -3.7724e+00
6073 +3.606918481e+01 +3.606918481e+01 +5.514691848e+02 +5.514691848e+02 +2.8844e+00 +2.7281e+00 +3.0009e+00 +4.4075e+00 -1.4059e+00 +5.9682e-01 -3.1326e+00 -4.7499e+00 -1.6502e+00 -2.3854e+00 -4.8006e-01 -5.5501e-01 +1.9574e+00 +1.0397e+00 -2.2539e+00 +2.1587e-01 +3.4943e+00 -2.3186e+00 +1.5034e+00 -4.0352e+00
6592 +3.521682558e+01 +3.521682558e+01 +5.506168256e+02 +5.506168256e+02 +3.0513e+00 +1.9229e+00 +3.1968e+00 +5.3089e+00 -1.3836e+00 +5.5654e-01 -3.5557e+00 -4.9254e+00 -1.1449e+00 -3.1421e+00 -7.4948e-01 -1.4296e+00 +6.1083e-01 +1.5262e+00 -1.3338e+00 -1.8722e-01 +3.8509e+00 -3.3069e+00 +1.5433e+00 -4.1512e+00
6621 +3.354452876e+01 +3.354452876e+01 +5.489445288e+02 +5.489445288e+02 +2.1096e+00 +2.3125e+00 +3.5606e+00 +4.4687e+00 -8.3556e-01 +2.0338e-01 -4.4066e+00 -4.9124e+00 -1.3461e+00 -2.7088e+00 -8.8167e-01 -8.8191e-01 +3.5733e-01 +1.6810e+00 -2.2613e+00 -6.7095e-02 +4.3944e+00 -2.6107e+00 +1.5176e+00 -3.6574e+00
7281 +2.960981069e+01 +2.960981069e+01 +5.450098107e+02 +5.450098107e+02 +2.8870e+00 +1.4233e+00 +3.5862e+00 +4.5259e+00 -1.1390e+00 +6.3921e-01 -3.3220e+00 -4.8391e+00 -1.6461e+00 -3.1794e+00 -6.9958e-01 -2.6062e-01 +1.1180e+00 +1.6862e+00 -2.4199e+00 +1.6275e-02 +3.6590e+00 -3.3417e+00 +1.5615e+00 -3.7405e+00
8206 +2.941127216e+01 +2.941127216e+01 +5.448112722e+02 +5.448112722e+02 +2.8250e+00 +2.2527e+00 +3.1573e+00 +4.6016e+00 -1.0407e+00 -1.3263e-01 -3.5052e+00 -5.0859e+00 -1.4419e+00 -3.0327e+00 -2.9484e-01 -3.5430e-02 +1.4566e+00 +1.5719e+00 -2.6049e+00 -1.9572e-01 +3.2813e+00 -3.5480e+00 +1.5383e+00 -4.0213e+00
9479 +2.868820680e+01 +2.868820680e+01 +5.440882068e+02 +5.440882068e+02 +2.8776e+00 +2.2551e+00 +4.1794e+00 +5.0141e+00 -1.6628e-01 -2.4961e-01 -3.7355e+00 -4.3641e+00 -1.6079e+00 -3.5733e+00 +2.4337e-02 +5.3508e-02 +1.4504e+00 +1.5612e+00 -3.1808e+00 +3.1856e-01 +3.2382e+00 -2.7729e+00 +1.7447e+00 -4.5030e+00
10603 +2.775750948e+01 +2.775750948e+01 +5.431575095e+02 +5.431575095e+02 +2.5791e+00 +1.3549e+00 +4.2860e+00 +5.1598e+00 -1.0464e+00 -6.2110e-01 -3.1501e+00 -3.9892e+00 -8.9474e-01 -3.4152e+00 -3.5870e-01 -5.4306e-01 +1.4982e+00 +1.6342e+00 -2.0191e+00 +2.8537e-01 +3.4539e+00 -3.0297e+00 +2.0700e+00 -4.1125e+00
10789 +2.553880017e+01 +2.553880017e+01 +5.409388002e+02 +5.409388002e+02 +1.8942e+00 +2.3504e+00 +4.1882e+00 +5.3982e+00 -1.4773e+00 +3.3659e-01 -3.5085e+00 -4.0425e+00 -1.4965e+00 -3.7754e+00 -6.0242e-01 +2.9760e-01 +1.4790e+00 +1.5169e+00 -2.9840e+00 +1.0624e-01 +3.9502e+00 -3.1835e+00 +2.9993e+00 -3.5977e+00
12086 +2.487503519e+01 +2.487503519e+01 +5.402750352e+02 +5.402750352e+02 +1.7435e+00 +3.4236e+00 +3.7321e+00 +5.1760e+00 -8.5181e-01 +6.5280e-02 -2.2503e+00 -4.1251e+00 -1.2240e+00 -3.2460e+00 -2.1359e-01 -5.2990e-01 +7.4278e-01 +1.8555e+00 -2.0296e+00 +4.3912e-01 +5.0289e+00 -3.5317e+00 +4.0735e+00 -3.5295e+00
12097 +2.399658236e+01 +2.399658236e+01 +5.393965824e+02 +5.393965824e+02 +1.5036e+00 +3.3333e+00 +3.9099e+00 +5.3733e+00 -1.0162e+00 -5.1131e-01 -2.5817e+00 -4.3329e+00 -1.4493e+00 -3.8817e+00 -1.2686e-01 +1.6259e-01 +9.9233e-01 +1.2727e+00 -2.2680e+00 +5.5486e-01 +4.3398e+00 -3.5640e+00 +3.7117e+00 -4.1000e+00
12459 +2.363892388e+01 +2.363892388e+01 +5.390389239e+02 +5.390389239e+02 +2.8973e+00 +2.3803e+00 +3.8698e+00 +4.7320e+00 -1.0363e+00 -6.2628e-01 -2.8698e+00 -4.6998e+00 -9.2596e-01 -3.7226e+00 -8.5782e-02 -3.0970e-01 +5.2211e-01 +1.4317e+00 -2.4121e+00 +7.2103e-01 +4.8693e+00 -3.6578e+00 +5.5306e+00 -4.4505e+00
12723 +2.337575704e+01 +2.337575704e+01 +5.387757570e+02 +5.387757570e+02 +2.4202e+00 +2.2380e+00 +3.6727e+00 +5.2265e+00 -1.2283e+00 -6.4966e-01 -3.3795e+00 -4.3264e+00 -9.9158e-01 -2.8785e+00 +3.4105e-01 +2.6757e-01 +1.2230e+00 +1.3171e+00 -1.7734e+00 +3.9652e-01 +3.9304e+00 -3.8224e+00 +4.4927e+00 -4.0282e+00
13301 +2.137502408e+01 +2.137502408e+01 +5.367750241e+02 +5.367750241e+02 +1.7618e+00 +2.1433e+00 +3.8501e+00 +4.9243e+00 -1.4437e+00 -4.4638e-01 -3.6403e+00 -5.3570e+00 -1.0367e+00 -2.9889e+00 +3.4639e-02 -9.3026e-02 +9.0478e-01 +1.2279e+00 -2.0244e+00 +9.8741e-01 +4.0364e+00 -2.8910e+00 +4.2797e+00 -3.9070e+00
14721 +2.071182595e+01 +2.071182595e+01 +5.361118260e+02 +5.361118260e+02 +2.0212e+00 +3.0633e+00 +4.0905e+00 +4.5141e+00 -1.3472e+00 +2.4009e-01 -3.2087e+00 -5.0265e+00 -1.7854e+00 -3.4889e+00 +2.4029e-01 -4.5053e-02 +7.0986e-01 +1.4968e+00 -1.6182e+00 +1.0405e+00 +4.5305e+00 -3.4161e+00 +4.7593e+00 -3.7856e+00
17254 +1.971328412e+01 +1.971328412e+01 +5.351132841e+02 +5.351132841e+02 +2.0263e+00 +2.2364e+00 +4.6111e+00 +5.1181e+00 -1.0085e+00 +1.1348e-03 -3.0197e+00 -4.7939e+00 -1.5106e+00 -2.7507e+00 -8.8154e-01 -5.1735e-01 +1.0257e+00 +1.4459e+00 -1.7888e+00 +6.4875e-02 +4.3092e+00 -3.0290e+00 +4.8234e+00 -3.8334e+00
22523 +1.935873755e+01 +1.935873755e+01 +5.347587375e+02 +5.347587375e+02 +2.3249e+00 +2.3390e+00 +4.5219e+00 +4.5656e+00 -1.0270e+00 +5.1789e-02 -3.1791e+00 -4.9427e+00 -1.5141e+00 -3.2757e+00 -3.2756e-01 -1.8661e-01 +5.4678e-01 +1.3264e+00 -1.5764e+00 +2.1370e-02 +4.4287e+00 -3.1196e+00 +4.6884e+00 -4.1244e+00
27199 +1.881593576e+01 +1.881593576e+01 +5.342159358e+02 +5.342159358e+02 +2.1720e+00 +2.1628e+00 +4.2927e+00 +4.8274e+00 -1.1902e+00 -1.6798e-01 -2.9790e+00 -5.0901e+00 -1.2846e+00 -3.1073e+00 -4.6624e-01 -4.1499e-01 +8.4420e-01 +1.1692e+00 -1.9134e+00 +3.4903e-01 +4.3353e+00 -2.8975e+00 +4.6193e+00 -3.8304e+00
32435 +1.861976088e+01 +1.861976088e+01 +5.340197609e+02 +5.340197609e+02 +2.2338e+00 +2.3682e+00 +4.1721e+00 +4.9948e+00 -1.1204e+00 -1.4333e-02 -3.1477e+00 -4.9745e+00 -1.4050e+00 -3.1426e+00 -3.2484e-01 -2.1634e-01 +8.8910e-01 +1.3847e+00 -1.8498e+00 +3.1602e-01 +4.5551e+00 -3.0146e+00 +4.6588e+00 -3.9144e+00
153525 +1.416370578e+01 +1.416370578e+01 +5.295637058e+02 +5.295637058e+02 -1.1310e+00 +4.1413e+00 -4.2658e-01 -1.0986e+00 +1.9389e+00 -1.8649e+00 -2.7997e+00 +8.2064e-01 -3.2757e+00 -9.2489e-01 +7.5862e-01 +9.2167e-01 -1.8429e+00 +4.1248e+00 +1.6072e+00 +4.0125e-02 +4.6523e-01 -5.3425e-01 -4.5629e+00 +1.0360e+00
165594 +1.198030158e+01 +1.198030158e+01 +5.273803016e+02 +5.273803016e+02 -2.5879e-01 +2.6558e+00 -1.8849e-01 -7.3323e-01 +6.8702e-01 -1.0735e-01 -2.9417e+00 -3.5799e-01 -2.5550e+00 +2.4106e-01 +9.5448e-01 +1.8517e+00 -2.2506e+00 +2.9244e+00 +2.6184e+00 -2.7390e-01 +1.9502e-01 -9.6148e-01 -3.8874e+00 +1.1234e+00
165785 +9.950974419e+00 +9.950974419e+00 +5.253509744e+02 +5.253509744e+02 -1.6023e+00 +3.4093e+00 -4.6282e-01 -6.1419e-02 +1.3364e+00 -1.0278e+00 -2.8282e+00 +7.7046e-01 -2.7024e+00 -1.8004e-01 +1.6463e+00 +6.4223e-01 -2.7702e+00 +3.5066e+00 +2.9943e+00 -4.9561e-01 +6.2453e-01 +5.7766e-01 -4.8095e+00 +2.7704e+00
167247 +6.775700512e+00 +6.775700512e+00 +5.221757005e+02 +5.221757005e+02 -3.8118e-01 +3.4441e+00 -1.9107e-01 +1.6560e-01 +1.2010e+00 -1.4410e-01 -3.3827e+00 +4.6566e-01 -3.8359e+00 -9.5058e-02 +1.1153e+00 +1.2317e+00 -1.8312e+00 +3.6154e+00 +2.0025e+00 -5.5086e-02 +7.9026e-01 -1.3411e+00 -4.3906e+00 +2.4696e+00
168201 +6.200688591e+00 +6.200688591e+00 +5.216006886e+02 +5.216006886e+02 -5.9845e-01 +3.5675e+00 -5.2196e-01 -3.8867e-03 +1.6181e+00 +1.9084e-01 -3.1906e+00 +1.0493e+00 -3.0928e+00 -1.3885e+00 +9.2175e-01 +2.2998e+00 -2.9244e+00 +4.0846e+00 +1.8512e+00 -3.0389e-01 +1.7929e+00 -1.4676e+00 -4.2143e+00 +2.8140e+00
169258 +4.910287511e+00 +4.910287511e+00 +5.203102875e+02 +5.203102875e+02 -8.0095e-01 +3.7395e+00 -6.6666e-01 -7.1939e-02 +3.1565e-01 -2.8553e-02 -3.4549e+00 +8.5669e-01 -3.9349e+00 -1.0236e+00 +1.3469e+00 +1.4472e+00 -2.8500e+00 +4.1751e+00 +1.4919e+00 -8.5734e-01 +1.1893e+00 -1.6788e+00 -4.1769e+00 +2.4557e+00
171423 +4.485145380e+00 +4.485145380e+00 +5.198851454e+02 +5.198851454e+02 -8.1362e-01 +4.1063e+00 -1.7708e-01 -2.8225e-01 +5.4307e-01 -1.8957e-01 -3.1019e+00 +1.3063e+00 -2.7385e+00 -1.7100e+00 +1.3919e+00 +2.1982e+00 -2.7609e+00 +3.7894e+00 +1.8344e+00 -1.4876e+00 +1.6999e+00 -7.0692e-01 -5.1500e+00 +2.4005e+00
172187 +3.800585864e+00 +3.800585864e+00 +5.192005859e+02 +5.192005859e+02 +5.5755e-01 +3.8962e+00 +2.0427e-01 -2.5697e-01 +4.0073e-01 -3.0642e-02 -3.3720e+00 +1.0326e+00 -2.5194e+00 -1.5469e+00 +1.3248e+00 +1.6135e+00 -2.6747e+00 +3.6190e+00 +1.6262e+00 -1.0251e+00 +1.3194e+00 -9.6147e-01 -4.7480e+00 +2.2301e+00
174021 +3.670199943e+00 +3.670199943e+00 +5.190701999e+02 +5.190701999e+02 +2.7253e-01 +4.0719e+00 -7.0495e-01 -1.0197e+00 +7.6371e-01 -3.1641e-03 -3.0214e+00 +1.4222e+00 -2.9139e+00 -1.4995e+00 +8.7695e-01 +1.3089e+00 -3.1646e+00 +3.7348e+00 +1.8502e+00 -6.9635e-01 +1.0945e+00 -1.1142e+00 -4.8647e+00 +2.0051e+00
174960 +2.634581388e+00 +2.634581388e+00 +5.180345814e+02 +5.180345814e+02 -3.7937e-01 +4.1243e+00 +9.3700e-02 -2.1779e-01 +4.9356e-01 -2.1261e-01 -3.6331e+00 +1.1121e+00 -2.7522e+00 -1.1762e+00 +1.0612e+00 +1.6958e+00 -2.6983e+00 +4.0325e+00 +1.5955e+00 -7.1813e-01 +1.2373e+00 -1.1613e+00 -4.0444e+00 +2.1685e+00
176810 +2.521081040e+00 +2.521081040e+00 +5.179210810e+02 +5.179210810e+02 -4.9569e-01 +4.0579e+00 -1.9045e-02 -8.9605e-02 +5.4253e-01 -2.4316e-03 -3.4786e+00 +6.0589e-01 -2.9665e+00 -1.5095e+00 +1.1986e+00 +1.7226e+00 -3.7955e+00 +3.5176e+00 +2.0352e+00 -7.7586e-01 +1.0913e+00 -8.1434e-01 -4.7788e+00 +2.2763e+00
179144 +2.500450532e+00 +2.500450532e+00 +5.179004505e+02 +5.179004505e+02 -5.1843e-01 +3.9772e+00 -2.9831e-01 -3.0878e-01 +1.0388e+00 -4.2669e-01 -3.4375e+00 +9.2857e-01 -3.2738e+00 -1.4010e+00 +1.6287e+00 +1.0376e+00 -2.6697e+00 +3.3823e+00 +2.2821e+00 -8.2836e-01 +1.1464e+00 -8.1992e-01 -4.4958e+00 +2.2150e+00
180054 +2.433828246e+00 +2.433828246e+00 +5.178338282e+02 +5.178338282e+02 -7.1992e-01 +4.3613e+00 +4.2116e-02 +8.4445e-04 +8.0974e-01 +3.0557e-02 -3.5294e+00 +8.9977e-01 -2.6613e+00 -1.6442e+00 +1.1456e+00 +1.2781e+00 -3.0479e+00 +3.5746e+00 +2.1863e+00 -9.4845e-01 +1.2913e+00 -1.0153e+00 -4.3050e+00 +2.1971e+00
180237 +2.304141975e+00 +2.304141975e+00 +5.177041420e+02 +5.177041420e+02 -5.0600e-01 +4.1617e+00 -5.2576e-01 -7.3978e-01 +8.3040e-01 -2.3843e-01 -3.4604e+00 +1.4001e+00 -2.6060e+00 -1.3728e+00 +1.2160e+00 +1.6704e+00 -3.1068e+00 +3.4158e+00 +2.1471e+00 -9.5105e-01 +1.0709e+00 -1.1440e+00 -4.6219e+00 +2.2932e+00
181345 +2.279645831e+00 +2.279645831e+00 +5.176796458e+02 +5.176796458e+02 -5.2625e-01 +4.1037e+00 -3.3304e-01 -2.6567e-01 +7.9689e-01 -7.4859e-01 -3.3322e+00 +7.3063e-01 -2.9419e+00 -1.0954e+00 +1.0566e+00 +1.5592e+00 -3.1242e+00 +3.7428e+00 +2.1589e+00 -1.0643e+00 +1.4014e+00 -8.8531e-01 -4.4410e+00 +1.9168e+00
181463 +2.153990418e+00 +2.153990418e+00 +5.175539904e+02 +5.175539904e+02 -3.3023e-01 +4.0656e+00 -1.5239e-01 -2.8139e-01 +5.2590e-01 -4.3411e-01 -3.3985e+00 +1.0718e+00 -3.0254e+00 -1.0753e+00 +1.0400e+00 +1.5249e+00 -3.3850e+00 +3.6300e+00 +2.4091e+00 -9.5602e-01 +1.4582e+00 -1.0248e+00 -4.6797e+00 +2.2694e+00
183680 +2.126407875e+00 +2.126407875e+00 +5.175264079e+02 +5.175264079e+02 -5.4733e-01 +4.2201e+00 -1.9819e-01 -5.7031e-01 +6.1587e-01 -2.8529e-01 -3.6683e+00 +9.3699e-01 -2.7848e+00 -1.1681e+00 +1.2272e+00 +1.5436e+00 -3.0164e+00 +3.6646e+00 +1.9214e+00 -8.2962e-01 +1.2139e+00 -7.4917e-01 -4.5994e+00 +1.9799e+00
186801 +2.066893624e+00 +2.066893624e+00 +5.174668936e+02 +5.174668936e+02 -5.2805e-01 +4.0506e+00 -9.4992e-02 -5.2029e-01 +6.0238e-01 -1.2994e-01 -3.6293e+00 +9.5205e-01 -2.8917e+00 -1.1374e+00 +1.1993e+00 +1.5802e+00 -2.8753e+00 +3.5062e+00 +2.1445e+00 -6.3283e-01 +1.1228e+00 -1.0532e+00 -4.6329e+00 +2.0859e+00
993803 +1.908485426e+00 +1.908485426e+00 +5.173084854e+02 +5.173084854e+02 -4.3578e+00 -8.3945e-01 -3.5878e+00 +1.0353e+00 -1.6049e+00 -3.4220e+00 -3.1714e+00 +1.9329e+00 -2.4140e+00 -1.1252e+00 -2.6077e+00 -3.1189e+00 +4.4264e-01 +2.7903e+00 -2.0043e+00 -2.4543e+00 +3.0688e+00 -2.8803e+00 +3.7512e+00 +1.3766e+00
995072 +1.712730998e+00 +1.712730998e+00 +5.171127310e+02 +5.171127310e+02 -4.7330e+00 -5.7716e-01 -3.2216e+00 +1.8713e-01 -2.1397e+00 -2.7451e+00 -4.1330e+00 +1.8048e+00 -2.3772e+00 -1.1028e+00 -2.9946e+00 -3.6007e+00 +1.6518e+00 +2.7877e+00 -1.5763e+00 -2.2957e+00 +3.0240e+00 -2.6119e+00 +3.7607e+00 +3.1556e+00
995819 +1.619252049e+00 +1.619252049e+00 +5.170192520e+02 +5.170192520e+02 -4.4479e+00 -6.7389e-01 -3.0830e+00 +1.1493e-01 -1.5090e+00 -2.5012e+00 -3.3714e+00 +2.2048e+00 -2.8638e+00 -1.1186e+00 -2.8319e+00 -3.7336e+00 +1.1857e+00 +3.6899e+00 -1.1436e+00 -2.4801e+00 +3.2152e+00 -2.7250e+00 +4.1421e+00 +1.7126e+00
997202 +5.333837381e-01 +5.333837381e-01 +5.159333837e+02 +5.159333837e+02 -3.5334e+00 -9.3718e-01 -2.7998e+00 -1.8549e-03 -1.9026e+00 -3.0125e+00 -3.8739e+00 +1.0667e+00 -2.5638e+00 +2.8758e-01 -2.5757e+00 -3.2585e+00 +1.0866e+00 +3.2358e+00 -1.1519e+00 -2.3041e+00 +3.3282e+00 -2.7654e+00 +3.6340e+00 +1.8516e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.679180084e+01 +7.679180084e+01 -9.232081992e+02 -9.232081992e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1336 +7.447859333e+01 +7.447859333e+01 -9.255214067e+02 -9.255214067e+02 -3.6657e+00 -1.4554e+00 +1.0285e+00 +4.8888e+00 +1.3101e-01 +1.2256e+00 +2.8305e+00 +4.0342e+00 -1.1497e+00 +4.3185e+00 -1.2657e+00 -1.4168e+00 -4.9094e+00 +4.0953e-01 -4.1321e+00 -4.4358e+00 -3.9405e+00 +4.9271e+00 -3.8207e+00 +4.4872e+00
1528 +7.385014195e+01 +7.385014195e+01 -9.261498580e+02 -9.261498580e+02 -3.6218e+00 -1.6667e+00 +1.6207e+00 +4.7319e+00 +1.5981e-01 +1.1980e+00 +2.0005e+00 +3.5124e+00 -1.4426e+00 +4.7698e+00 -1.3028e+00 -1.5136e+00 -4.7965e+00 +6.5492e-01 -4.1818e+00 -4.2838e+00 -3.9311e+00 +4.9093e+00 -3.9317e+00 +4.4504e+00
